P00734	Prothrombin [SEP] 3.4.21.5 [SEP] Coagulation factor II	drug target polypeptide	drug target polypeptide	drugbank
P00533	2.7.10.1 [SEP] Receptor tyrosine-protein kinase erbB-1 [SEP] ERBB [SEP] HER1 [SEP] Proto-oncogene c-ErbB-1 [SEP] Epidermal growth factor receptor [SEP] ERBB1	drug target polypeptide	drug target polypeptide	drugbank
O75015	IgG Fc receptor III-1 [SEP] FCGR3 [SEP] Fc-gamma RIII-beta [SEP] Fc-gamma RIII [SEP] FcR-10 [SEP] Low affinity immunoglobulin gamma Fc region receptor III-B [SEP] FCG3 [SEP] FcRIIIb [SEP] Fc-gamma RIIIb [SEP] FcRIII [SEP] CD16B [SEP] IGFR3	drug target polypeptide	drug target polypeptide	drugbank
P02745	Complement C1q subcomponent subunit A [SEP] Complement C1q subcomponent subunit A precursor	drug target polypeptide	drug target polypeptide	drugbank
P02746	Complement C1q subcomponent subunit B [SEP] Complement C1q subcomponent subunit B precursor	drug target polypeptide	drug target polypeptide	drugbank
P02747	C1QG [SEP] Complement C1q subcomponent subunit C	drug target polypeptide	drug target polypeptide	drugbank
P08637	IgG Fc receptor III-2 [SEP] Fc-gamma RIII-alpha [SEP] Low affinity immunoglobulin gamma Fc region receptor III-A [SEP] FCGR3 [SEP] Fc-gamma RIII [SEP] FcR-10 [SEP] FcRIIIa [SEP] FCG3 [SEP] Fc-gamma RIIIa [SEP] FcRIII [SEP] CD16A [SEP] IGFR3 [SEP] CD16a antigen	drug target polypeptide	drug target polypeptide	drugbank
P12314	High affinity immunoglobulin gamma Fc receptor I [SEP] FcRI [SEP] IgG Fc receptor I [SEP] FcgammaRIa [SEP] Fc-gamma RI [SEP] FCGR1 [SEP] IGFR1 [SEP] Fc-gamma RIA [SEP] FCG1	drug target polypeptide	drug target polypeptide	drugbank
P12318	CDw32 [SEP] IGFR2 [SEP] Low affinity immunoglobulin gamma Fc region receptor II-a [SEP] CD32 [SEP] IgG Fc receptor II-a [SEP] Fc-gamma-RIIa [SEP] FCGR2A1 [SEP] Fc-gamma RII-a [SEP] FcRII-a [SEP] FCG2	drug target polypeptide	drug target polypeptide	drugbank
P01589	Interleukin-2 receptor subunit alpha [SEP] TAC antigen [SEP] p55 [SEP] IL-2 receptor subunit alpha	drug target polypeptide	drug target polypeptide	drugbank
P14784	p70-75 [SEP] IL-2 receptor subunit beta [SEP] High affinity IL-2 receptor subunit beta [SEP] p75 [SEP] Interleukin-2 receptor subunit beta	drug target polypeptide	drug target polypeptide	drugbank
P31785	IL-2RG [SEP] gammaC [SEP] IL-2 receptor subunit gamma [SEP] Cytokine receptor common subunit gamma [SEP] IL-2R subunit gamma [SEP] Interleukin-2 receptor subunit gamma [SEP] p64	drug target polypeptide	drug target polypeptide	drugbank
P01375	Tumor necrosis factor [SEP] Tumor necrosis factor ligand superfamily member 2 [SEP] TNFA [SEP] Cachectin [SEP] TNF-a [SEP] TNF-alpha [SEP] TNFSF2	drug target polypeptide	drug target polypeptide	drugbank
P31994	CDw32 [SEP] Fc-gamma RII-b [SEP] FcRII-b [SEP] IGFR2 [SEP] CD32 [SEP] Low affinity immunoglobulin gamma Fc region receptor II-b [SEP] Fc-gamma-RIIb [SEP] IgG Fc receptor II-b [SEP] FCG2	drug target polypeptide	drug target polypeptide	drugbank
P31995	CDw32 [SEP] Fc-gamma RII-c [SEP] IGFR2 [SEP] Low affinity immunoglobulin gamma Fc region receptor II-c [SEP] CD32 [SEP] IgG Fc receptor II-c [SEP] Fc-gamma-RIIc [SEP] FcRII-c [SEP] FCG2	drug target polypeptide	drug target polypeptide	drugbank
P01374	LT-alpha [SEP] TNFB [SEP] Tumor necrosis factor ligand superfamily member 1 [SEP] TNFSF1 [SEP] TNF-beta [SEP] Lymphotoxin-alpha	drug target polypeptide	drug target polypeptide	drugbank
P30968	Gonadotropin-releasing hormone receptor [SEP] GnRH receptor [SEP] GRHR	drug target polypeptide	drug target polypeptide	drugbank
P48551	IFNABR [SEP] Interferon alpha/beta receptor 2 [SEP] IFN-R-2 [SEP] Type I interferon receptor 2 [SEP] IFNARB [SEP] Interferon alpha binding protein	drug target polypeptide	drug target polypeptide	drugbank
P17181	Cytokine receptor class-II member 1 [SEP] Cytokine receptor family 2 member 1 [SEP] Interferon alpha/beta receptor 1 [SEP] IFNAR [SEP] IFN-R-1 [SEP] CRF2-1 [SEP] Type I interferon receptor 1	drug target polypeptide	drug target polypeptide	drugbank
P00747	3.4.21.7 [SEP] Plasminogen	drug target polypeptide	drug target polypeptide	drugbank
P02671	Fibrinogen alpha chain precursor [SEP] Fibrinogen alpha chain	drug target polypeptide	drug target polypeptide	drugbank
Q03405	Monocyte activation antigen Mo3 [SEP] UPAR [SEP] MO3 [SEP] U-PAR [SEP] Urokinase plasminogen activator surface receptor	drug target polypeptide	drug target polypeptide	drugbank
P05121	Plasminogen activator inhibitor 1 [SEP] PLANH1 [SEP] PAI [SEP] Serpin E1 [SEP] Endothelial plasminogen activator inhibitor [SEP] PAI1	drug target polypeptide	drug target polypeptide	drugbank
Q02643	GHRH receptor [SEP] GRFR [SEP] GRF receptor [SEP] Growth hormone-releasing hormone receptor [SEP] Growth hormone-releasing factor receptor	drug target polypeptide	drug target polypeptide	drugbank
P19235	EPO-R [SEP] Erythropoietin receptor	drug target polypeptide	drug target polypeptide	drugbank
P05120	PLANH2 [SEP] Urokinase inhibitor [SEP] PAI-2 [SEP] Placental plasminogen activator inhibitor [SEP] Monocyte Arg-serpin [SEP] PAI2 [SEP] Plasminogen activator inhibitor 2 [SEP] Serpin B2	drug target polypeptide	drug target polypeptide	drugbank
P05154	PAI3 [SEP] Serpin A5 [SEP] PROCI [SEP] PLANH3 [SEP] PCI [SEP] Plasminogen activator inhibitor 3 [SEP] PAI-3 [SEP] Acrosomal serine protease inhibitor [SEP] Protein C inhibitor [SEP] Plasma serine protease inhibitor	drug target polypeptide	drug target polypeptide	drugbank
P98164	Glycoprotein 330 [SEP] gp330 [SEP] Low-density lipoprotein receptor-related protein 2 [SEP] Megalin [SEP] LRP-2	drug target polypeptide	drug target polypeptide	drugbank
Q9Y5Y6	PRSS14 [SEP] Serine protease TADG-15 [SEP] 3.4.21.109 [SEP] MT-SP1 [SEP] Membrane-type serine protease 1 [SEP] Prostamin [SEP] SNC19 [SEP] Tumor-associated differentially-expressed gene 15 protein [SEP] Serine protease 14 [SEP] Matriptase [SEP] TADG15 [SEP] Suppressor of tumorigenicity 14 protein	drug target polypeptide	drug target polypeptide	drugbank
P14543	Entactin [SEP] NID-1 [SEP] Nidogen-1 [SEP] NID	drug target polypeptide	drug target polypeptide	drugbank
P22888	LCGR [SEP] LHR [SEP] LH/CG-R [SEP] Lutropin-choriogonadotropic hormone receptor [SEP] LGR2 [SEP] LSH-R [SEP] Luteinizing hormone receptor [SEP] LHRHR	drug target polypeptide	drug target polypeptide	drugbank
P30988	Calcitonin receptor [SEP] CT-R	drug target polypeptide	drug target polypeptide	drugbank
Q99062	Granulocyte colony-stimulating factor receptor [SEP] G-CSF receptor [SEP] GCSFR	drug target polypeptide	drug target polypeptide	drugbank
P15509	Granulocyte-macrophage colony-stimulating factor receptor subunit alpha [SEP] CSF2R [SEP] CDw116 [SEP] GM-CSF-R-alpha [SEP] CSF2RY	drug target polypeptide	drug target polypeptide	drugbank
P26951	IL3R [SEP] Interleukin-3 receptor subunit alpha [SEP] IL-3 receptor subunit alpha	drug target polypeptide	drug target polypeptide	drugbank
P32927	CDw131 [SEP] IL3RB [SEP] GM-CSF/IL-3/IL-5 receptor common beta subunit [SEP] IL5RB [SEP] Cytokine receptor common subunit beta	drug target polypeptide	drug target polypeptide	drugbank
P34741	HSPG1 [SEP] Heparan sulfate proteoglycan core protein [SEP] SYND2 [SEP] Syndecan-2 [SEP] Fibroglycan [SEP] HSPG	drug target polypeptide	drug target polypeptide	drugbank
