C0000886	['Acanthocyte', 'acanthocyte', 'acanthocytes', 'Acanthocytes', 'spur cell', 'Spur cell']
C0001216	['acrosomal granule', 'acrosomal vesicle', 'Acrosomal vesicle', 'acrosome', 'Acrosome']
C0001280	['activated macrophage', 'Activated macrophage', 'Activated macrophages', 'activating macrophage']
C0002449	['ameloblast', 'Ameloblast', 'Ameloblasts']
C0003154	['anterior horn cell', 'Anterior Horn Cell', 'anterior horn cells']
C0003273	[]
C0003315	['accessory cell', 'Antigen Presenting Cell', 'antigen presenting cell', 'Antigen presenting cell', 'Antigen presenting cells', 'antigen presenting cells', 'Antigen Presenting Cells', 'antigen-presenting cell (APC)', 'Antigen-Presenting Cell', 'Antigen-presenting cell', 'antigen-presenting cell', 'antigen-presenting cells', 'Antigen-Presenting Cells', 'apc', 'Dendritic cell']
C0003649	[]
C0004112	['astrocyte cells', 'astrocyte', 'Astrocyte', 'astrocytes', 'Astrocytes', 'astroglia', 'Astroglia']
C0004461	['axon', 'Axon', 'axone', 'Axons', 'axons']
C0004561	['b cell', 'B Cell', 'B cell', 'B cells', 'b cells', 'B Cells', 'B Lymphocyte', 'B lymphocyte', 'b lymphocyte', 'B lymphocytes', 'b lymphocytes', 'B Lymphocytes', 'b-cell', 'B-Cell', 'B-cell', 'b-cells', 'B-Cells', 'b-lymphocyte', 'B-lymphocyte', 'B-Lymphocyte', 'B-Lymphocytes', 'Lymphocytes B']
C0004827	['basophil', 'basophils', 'Basophils']
C0005773	['Blood Cell', 'blood cell', 'Blood cell', 'Blood cells', 'Blood Cells', 'blood cells', 'Blood Corpuscle', 'Blood Corpuscles', 'Cells, Blood', 'Peripheral blood cell', 'Peripheral Blood Cell']
C0005821	['Blood Platelet', 'blood platelet', 'Blood platelet', 'Blood platelets', 'blood platelets', 'Blood Platelets', 'platelet blood', 'PLATELET', 'platelet', 'Platelet', 'platelets', 'Platelets', 'thrombocyte', 'Thrombocyte', 'thrombocytes', 'Thrombocytes']
C0005955	['Bone Marrow Cell', 'Bone marrow cell', 'bone marrow cell', 'Bone Marrow Cells', 'bone marrow cells', 'Bone marrow cells']
C0007592	['Cell Extract', 'Cell Extracts']
C0007600	['cell line', 'Cell Line', 'Cell lines', 'cell lines', 'Cell Lines', 'cell lining', 'Cell-Line', 'CellLine', 'cells line', 'cells lines', 'cells lining', 'Cultured Cell Line', 'cultured cell line']
C0007601	[]
C0007603	['cell membrane', 'Cell membrane', 'Cell Membranes', 'Cell membranes', 'cell membranes', 'cells membrane', 'Cellular membrane', 'cellular membrane', 'Cytoplasmic Membrane', 'Cytoplasmic membrane', 'cytoplasmic membrane', 'Cytoplasmic Membranes', 'membrane cell', 'membrane plasma', 'Membrane, Cell', 'plasma membrane lipid bilayer', 'Plasma Membrane', 'plasma membrane', 'Plasma membrane', 'Plasma Membranes', 'plasma membranes', 'plasmalemma', 'Plasmalemma']
C0007609	['Cell Nucleolus', 'nucleolus', 'Nucleolus']
C0007610	['Cell Nuclei', 'Cell nuclei', 'cell nuclei', 'Cell nucleus', 'cell nucleus', 'Cell Nucleus', 'Nucleic', 'NUCLEUS', 'nucleus', 'Nucleus']
C0007623	['Cell Wall', 'cell wall', 'Cell Walls', 'cell walls']
C0007625	['cell free system', 'Cell-Free System', 'Cell-free System', 'Cell-Free Systems']
C0007634	['Cell structure', 'Cell Type', 'Cell Types', 'cell', 'Cell', 'cells', 'Cells', 'Cellula', 'Cellular structure', 'Cellular structures', 'Cellular', 'Normal Cell', 'the cell']
C0007635	['cell culturing', 'Cell Strain', 'cells cultured', 'Cultured Cell', 'cultured cell', 'Cultured Cells', 'cultured cells', 'Cultured cells']
C0007637	['body inclusion', 'cellular inclusion', 'cellular inclusions', 'Inclusion Bodies', 'inclusion bodies', 'Inclusion Body', 'inclusion body', 'Inclusions']
C0007708	['centriole', 'Centriole', 'Centrioles', 'centrioles']
C0007709	['centromere', 'Centromere', 'Centromeres', 'centromeres']
C0008010	['Chemoreceptor', 'chemoreceptor', 'chemoreceptors', 'Chemoreceptors']
C0008266	['chloroplast', 'Chloroplast', 'Chloroplasts', 'chloroplasts']
C0008422	[]
C0008537	['chromaffin granule']
C0008545	['chromatid', 'Chromatid', 'chromatids']
C0008572	['chromatophore', 'Chromatophore', 'Chromatophores']
C0008633	['Chromosomal', 'chromosome', 'CHROMOSOME', 'Chromosome', 'Chromosomes', 'chromosomes']
C0008641	['Bacterial Chromosome', 'Bacterial Chromosomes', 'Bacterial chromosomes']
C0008642	[]
C0008643	['Human Chromosome', 'human chromosome', 'Human Chromosomes', 'human chromosomes', 'Human chromosomes']
C0008644	['Chromosomes A']
C0008645	[]
C0008646	[]
C0008647	['Chromosomes F']
C0008648	['chromosome g', 'g chromosome']
C0008649	[]
C0008650	['Chromosomes C']
C0008651	['1 chromosome', '1 chromosomes', 'chr1', 'chromosome 1', 'Chromosome 1', 'chromosome pair 1']
C0008652	['10 chromosome', 'chr10', 'chromosome 10', 'Chromosome 10']
C0008653	['chr11', 'chromosome 11', 'Chromosome 11']
C0008654	['12 chromosome', 'chr12', 'chromosome 12', 'Chromosome 12']
C0008655	['13 chromosome', '13 chromosomes', 'chr13', 'chromosome 13', 'Chromosome 13']
C0008656	['14 chromosome', 'chr14', 'chromosome 14', 'Chromosome 14']
C0008657	['15 chromosome', 'chr15', 'chromosome 15', 'Chromosome 15']
C0008658	['16 chromosome', 'chr16', 'chromosome 16', 'Chromosome 16']
C0008659	['chr17', 'chromosome 17', 'Chromosome 17']
C0008660	['18 chromosome', '18 chromosomes', 'chr18', 'chromosome 18', 'Chromosome 18']
C0008661	['19 chromosome', 'chr19', 'chromosome 19', 'Chromosome 19']
C0008662	['2 chromosome', '2 chromosomes', 'chr2', 'chromosome 2', 'Chromosome 2']
C0008663	['20 chromosome', 'chr20', 'chromosome 20', 'Chromosome 20']
C0008664	['21 chromosome', 'chr21', 'chromosome 21', 'Chromosome 21']
C0008665	['22 chromosome', '22 chromosomes', 'chr22', 'chromosome 22', 'Chromosome 22']
C0008666	['3 chromosome', '3 chromosomes', 'chr3', 'chromosome 3', 'Chromosome 3']
C0008667	['4 chromosome', 'chr4', 'chromosome 4', 'Chromosome 4']
C0008668	['5 chromosome', '5 chromosomes', 'chr5', 'chromosome 5', 'Chromosome 5']
C0008669	['6 chromosome', '6 chromosomes', 'chr6', 'chromosome 6', 'Chromosome 6']
C0008670	['7 chromosome', 'chr7', 'chromosome 7', 'Chromosome 7']
C0008671	['8 chromosome', 'chr8', 'chromosome 8', 'Chromosome 8']
C0008672	['9 chromosome', 'chr9', 'chromosome 9', 'Chromosome 9']
C0008778	['Cilia', 'cilia', 'Cilium', 'cilium', 'eukaryotic flagellum']
